HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,313,71,Inbound,4224289,4224597,Watertown Sq Terminal,17,20,-3,1,21.14285714,20,322,3,2.00
1,3/1/2014,315,71,Inbound,4224289,4224597,Mt Auburn St @ Parker St,21,20,1,2,20.85714286,20,342,1,1.43
1,3/1/2014,320,71,Inbound,4224289,4224597,Mt Auburn St opp Homer Ave,22,20,2,3,17.85714286,20,362,2,2.43
1,3/1/2014,322,71,Inbound,4224289,4224597,Mt Auburn St @ Mt Auburn Hospital,23,20,3,4,22,20,382,3,3.43
1,3/1/2014,324,71,Inbound,4224289,4224597,Mt Auburn St @ University Rd,23,20,3,5,22.57142857,20,402,3,2.57
1,3/1/2014,326,71,Inbound,4224289,4224597,Harvard Upper Busway @ Red Line,22,20,2,6,23.85714286,12,422,2,11.86
1,3/1/2014,331,71,Inbound,4224289,4224597,Waterhouse St @ Massachusetts Ave,20,20,0,7,0.714285714,15,434,0,14.29
2,3/1/2014,333,71,Inbound,4224597,4224291,Watertown Sq Terminal,25,20,5,8,16.57142857,15,449,5,1.57
2,3/1/2014,335,71,Inbound,4224597,4224291,Mt Auburn St @ Parker St,19,20,-1,9,19,15.14285714,464,1,3.86
2,3/1/2014,340,71,Inbound,4224597,4224291,Mt Auburn St opp Homer Ave,19,20,-1,10,8,17,479,1,9.00
2,3/1/2014,342,71,Inbound,4224597,4224291,Mt Auburn St @ Mt Auburn Hospital,20,20,0,11,18.71428571,15,496,0,3.71
2,3/1/2014,344,71,Inbound,4224597,4224291,Mt Auburn St @ University Rd,20,20,0,12,14.71428571,15,511,0,0.57
2,3/1/2014,346,71,Inbound,4224597,4224291,Harvard Upper Busway @ Red Line,21,20,1,13,13.57142857,15,526,1,1.71
2,3/1/2014,351,71,Inbound,4224597,4224291,Waterhouse St @ Massachusetts Ave,22,20,2,14,16.71428571,15,541,2,2.00
3,3/1/2014,353,71,Inbound,4224291,4224599,Watertown Sq Terminal,21,20,1,15,16.71428571,16,556,1,1.57
3,3/1/2014,355,71,Inbound,4224291,4224599,Mt Auburn St @ Parker St,19,20,-1,16,16.14285714,15,572,1,1.43
3,3/1/2014,360,71,Inbound,4224291,4224599,Mt Auburn St opp Homer Ave,19,20,-1,17,15.14285714,15,587,1,0.43
3,3/1/2014,362,71,Inbound,4224291,4224599,Mt Auburn St @ Mt Auburn Hospital,17,20,-3,18,10.85714286,15,602,3,4.43
3,3/1/2014,364,71,Inbound,4224291,4224599,Mt Auburn St @ University Rd,17,20,-3,19,16.71428571,12,617,3,4.71
3,3/1/2014,366,71,Inbound,4224291,4224599,Harvard Upper Busway @ Red Line,16,20,-4,20,8,12,629,4,5.14
3,3/1/2014,371,71,Inbound,4224291,4224599,Waterhouse St @ Massachusetts Ave,16,20,-4,21,16.85714286,15,641,4,2.14
4,3/1/2014,373,71,Inbound,4224599,4224293,Watertown Sq Terminal,15,20,-5,22,16.28571429,15,656,5,1.86
4,3/1/2014,375,71,Inbound,4224599,4224293,Mt Auburn St @ Parker St,21,20,1,23,13.57142857,15,671,1,2.57
4,3/1/2014,380,71,Inbound,4224599,4224293,Mt Auburn St opp Homer Ave,22,20,2,24,15,15,686,2,1.71
4,3/1/2014,382,71,Inbound,4224599,4224293,Mt Auburn St @ Mt Auburn Hospital,24,20,4,25,14.85714286,15,701,4,1.29
4,3/1/2014,384,71,Inbound,4224599,4224293,Mt Auburn St @ University Rd,24,20,4,26,15,15,716,4,2.29
4,3/1/2014,386,71,Inbound,4224599,4224293,Harvard Upper Busway @ Red Line,24,20,4,27,17.85714286,15,731,4,4.29
4,3/1/2014,391,71,Inbound,4224599,4224293,Waterhouse St @ Massachusetts Ave,24,20,4,28,9.571428571,15,746,4,5.71
5,3/1/2014,393,71,Inbound,4224293,4224601,Watertown Sq Terminal,28,20,8,29,18.71428571,15,761,8,3.71
5,3/1/2014,395,71,Inbound,4224293,4224601,Mt Auburn St @ Parker St,22,20,2,30,14.42857143,15,776,2,1.43
5,3/1/2014,400,71,Inbound,4224293,4224601,Mt Auburn St opp Homer Ave,22,20,2,31,17.14285714,15,791,2,3.86
5,3/1/2014,402,71,Inbound,4224293,4224601,Mt Auburn St @ Mt Auburn Hospital,21,20,1,32,9.571428571,15,806,1,5.43
5,3/1/2014,404,71,Inbound,4224293,4224601,Mt Auburn St @ University Rd,21,20,1,33,19,15,821,1,4.00
5,3/1/2014,406,71,Inbound,4224293,4224601,Harvard Upper Busway @ Red Line,22,20,2,34,22.71428571,15,836,2,7.71
5,3/1/2014,411,71,Inbound,4224293,4224601,Waterhouse St @ Massachusetts Ave,22,20,2,35,2.714285714,15,851,2,12.29
6,3/1/2014,413,71,Inbound,4224601,4224747,Watertown Sq Terminal,24,12,12,36,15.71428571,15,866,12,1.86
6,3/1/2014,415,71,Inbound,4224601,4224747,Mt Auburn St @ Parker St,25,12,13,37,16.14285714,15,881,13,1.14
6,3/1/2014,420,71,Inbound,4224601,4224747,Mt Auburn St opp Homer Ave,25,12,13,38,20.14285714,15,896,13,5.14
6,3/1/2014,422,71,Inbound,4224601,4224747,Mt Auburn St @ Mt Auburn Hospital,24,12,12,39,10.42857143,15,911,12,4.57
6,3/1/2014,424,71,Inbound,4224601,4224747,Mt Auburn St @ University Rd,23,12,11,40,18,15,926,11,3.00
6,3/1/2014,426,71,Inbound,4224601,4224747,Harvard Upper Busway @ Red Line,23,12,11,41,12.14285714,15,941,11,2.86
6,3/1/2014,431,71,Inbound,4224601,4224747,Waterhouse St @ Massachusetts Ave,23,12,11,42,21.85714286,15,956,11,6.86
7,3/1/2014,425,71,Inbound,4224747,4224295,Watertown Sq Terminal,-8,15,-23,43,9.714285714,15,971,23,6.43
7,3/1/2014,427,71,Inbound,4224747,4224295,Mt Auburn St @ Parker St,2,15,-13,44,13.14285714,15,986,13,1.86
7,3/1/2014,432,71,Inbound,4224747,4224295,Mt Auburn St opp Homer Ave,2,15,-13,45,16.42857143,15,1001,13,1.71
7,3/1/2014,434,71,Inbound,4224747,4224295,Mt Auburn St @ Mt Auburn Hospital,2,15,-13,46,15.28571429,15,1016,13,0.86
7,3/1/2014,436,71,Inbound,4224747,4224295,Mt Auburn St @ University Rd,2,15,-13,47,14.14285714,15,1031,13,1.71
7,3/1/2014,438,71,Inbound,4224747,4224295,Harvard Upper Busway @ Red Line,2,15,-13,48,20.85714286,15,1046,13,5.86
7,3/1/2014,443,71,Inbound,4224747,4224295,Waterhouse St @ Massachusetts Ave,3,15,-12,49,11.57142857,15,1061,12,3.71
8,3/1/2014,440,71,Inbound,4224295,4224603,Watertown Sq Terminal,16,15,1,50,9.714285714,15,1076,1,6.43
8,3/1/2014,442,71,Inbound,4224295,4224603,Mt Auburn St @ Parker St,15,15,0,51,14.5,15,1089,0,2.17
8,3/1/2014,447,71,Inbound,4224295,4224603,Mt Auburn St opp Homer Ave,15,15,0,52,37.2,15,1102,0,22.20
8,3/1/2014,449,71,Inbound,4224295,4224603,Mt Auburn St @ Mt Auburn Hospital,17,15,2,53,-1.6,16,1117,2,17.60
8,3/1/2014,451,71,Inbound,4224295,4224603,Mt Auburn St @ University Rd,17,15,2,54,13.85714286,17.28571429,1136,2,3.43
8,3/1/2014,453,71,Inbound,4224295,4224603,Harvard Upper Busway @ Red Line,19,15,4,55,25.71428571,18,1154,4,7.71
8,3/1/2014,458,71,Inbound,4224295,4224603,Waterhouse St @ Massachusetts Ave,17,15,2,56,13.85714286,18,1172,2,4.14
9,3/1/2014,455,71,Inbound,4224603,4224749,Watertown Sq Terminal,24,15,9,57,11.28571429,16,1190,9,4.71
9,3/1/2014,457,71,Inbound,4224603,4224749,Mt Auburn St @ Parker St,17,15,2,58,22.71428571,15,1206,2,7.71
9,3/1/2014,462,71,Inbound,4224603,4224749,Mt Auburn St opp Homer Ave,18,15,3,59,13.14285714,15,1221,3,1.86
