HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,303,73,Inbound,4218964,4219060,Church St @ Lexington St,16,20,-4,1,17.66666667,20,310,4,3.00
1,3/1/2014,307,73,Inbound,4218964,4219060,Trapelo Rd @ Belmont St - Benton Square,16,20,-4,2,17.66666667,20,330,4,2.33
1,3/1/2014,310,73,Inbound,4218964,4219060,Mt Auburn St opp Homer Ave,17,20,-3,3,21.83333333,20,350,3,1.83
1,3/1/2014,312,73,Inbound,4218964,4219060,Mt Auburn St @ Mt Auburn Hospital,17,20,-3,4,18.5,20,370,3,1.50
1,3/1/2014,314,73,Inbound,4218964,4219060,Mt Auburn St @ University Rd,18,20,-2,5,21.16666667,19,390,2,2.17
1,3/1/2014,316,73,Inbound,4218964,4219060,Harvard Upper Busway @ Red Line,22,20,2,6,16.83333333,15,409,2,1.83
2,3/1/2014,323,73,Inbound,4219060,4218966,Church St @ Lexington St,14,20,-6,7,9.833333333,15,424,6,5.17
2,3/1/2014,327,73,Inbound,4219060,4218966,Trapelo Rd @ Belmont St - Benton Square,19,20,-1,8,19.16666667,15,439,1,4.17
2,3/1/2014,330,73,Inbound,4219060,4218966,Mt Auburn St opp Homer Ave,19,20,-1,9,15.16666667,15,454,1,1.50
2,3/1/2014,332,73,Inbound,4219060,4218966,Mt Auburn St @ Mt Auburn Hospital,18,20,-2,10,14.66666667,16.16666667,469,2,1.50
2,3/1/2014,334,73,Inbound,4219060,4218966,Mt Auburn St @ University Rd,18,20,-2,11,15.16666667,15,486,2,1.17
2,3/1/2014,336,73,Inbound,4219060,4218966,Harvard Upper Busway @ Red Line,18,20,-2,12,14.66666667,15,501,2,1.00
3,3/1/2014,343,73,Inbound,4218966,4219062,Church St @ Lexington St,26,20,6,13,19.5,15,516,6,4.50
3,3/1/2014,347,73,Inbound,4218966,4219062,Trapelo Rd @ Belmont St - Benton Square,21,20,1,14,15.33333333,15.83333333,531,1,2.17
3,3/1/2014,350,73,Inbound,4218966,4219062,Mt Auburn St opp Homer Ave,20,20,0,15,11.33333333,14,546,0,2.67
3,3/1/2014,352,73,Inbound,4218966,4219062,Mt Auburn St @ Mt Auburn Hospital,21,20,1,16,24.5,14,560,1,10.50
3,3/1/2014,354,73,Inbound,4218966,4219062,Mt Auburn St @ University Rd,21,20,1,17,9.4,14,576,1,4.60
3,3/1/2014,356,73,Inbound,4218966,4219062,Harvard Upper Busway @ Red Line,22,20,2,18,17.6,15,590,2,2.60
4,3/1/2014,363,73,Inbound,4219062,4218968,Church St @ Lexington St,14,20,-6,19,16.33333333,15,603,6,1.33
4,3/1/2014,367,73,Inbound,4219062,4218968,Trapelo Rd @ Belmont St - Benton Square,19,20,-1,20,4,15,618,1,11.00
4,3/1/2014,370,73,Inbound,4219062,4218968,Mt Auburn St opp Homer Ave,20,20,0,21,13.83333333,15,633,0,5.50
4,3/1/2014,372,73,Inbound,4219062,4218968,Mt Auburn St @ Mt Auburn Hospital,20,20,0,22,15.5,15,648,0,1.17
4,3/1/2014,374,73,Inbound,4219062,4218968,Mt Auburn St @ University Rd,20,20,0,23,16.33333333,15,663,0,2.00
4,3/1/2014,376,73,Inbound,4219062,4218968,Harvard Upper Busway @ Red Line,18,20,-2,24,15.16666667,15,678,2,2.50
5,3/1/2014,383,73,Inbound,4218968,4219064,Church St @ Lexington St,24,19,5,25,17.66666667,15,693,5,3.33
5,3/1/2014,387,73,Inbound,4218968,4219064,Trapelo Rd @ Belmont St - Benton Square,20,19,1,26,12,15,708,1,3.00
5,3/1/2014,390,73,Inbound,4218968,4219064,Mt Auburn St opp Homer Ave,20,19,1,27,18,15,723,1,3.00
5,3/1/2014,392,73,Inbound,4218968,4219064,Mt Auburn St @ Mt Auburn Hospital,22,19,3,28,6,15,738,3,9.00
5,3/1/2014,394,73,Inbound,4218968,4219064,Mt Auburn St @ University Rd,21,19,2,29,26,15,753,2,11.00
5,3/1/2014,396,73,Inbound,4218968,4219064,Harvard Upper Busway @ Red Line,20,19,1,30,8,15,768,1,7.00
